strTaxClass,strSppC,strITIScode,strElCode,strGName,strSComNam,strSeasWarn,strGRank,strGRank2,strSRankAL,strSRankAL2,strSRankFL,strSRankFL2,strSRankGA,strSRankGA2,strSRankKY,strSRankKY2,strSRankMS,strSRankMS2,strSRankNC,strSRankNC2,strSRankSC,strSRankSC2,strSRankTN,strSRankTN2,strSRankVA,strSRankVA2,strSProtAL,strSProtFL,strSProtGA,strSProtKY,strSProtMS,strSProtNC,strSProtSC,strSProtTN,strSProtVA,strSGCNAL,strSGCNFL,strSGCNGA,strSGCNKY,strSGCNMS,strSGCNNC,strSGCNSC,strSGCNTN,strSGCNVA,USESA_CODE
Amphibian,aACSS,208282,AAAAD12500,"Plethodon chlorobryonis","Atlantic coast slimy salamander",,G4,,,,,,SNR,,,,,,S4?,,SNR,,,,SNR,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aADSA,208266,AAAAD03120,"Desmognathus apalachicolae","Apalachicola Dusky Salamander",,G3G4,G3G4,S3,S3,S3,S3,S3,S3,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aAMDS,173641,AAAAD03070,"Desmognathus ochrophaeus","Allegheny Mountain Dusky Salamander",,G5,,,,,,,,S4,,,,,,,,S5,,S4,,,,,N,,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aAMTO,173473,AAABB01020,"Bufo americanus","American Toad",,G5,,S5,,,,S5,,S5,,S4?,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aBATR,173508,AAABC02100,"Hyla gratiosa","Barking Treefrog",,G5,,S5,,SNR,,S5,,S3,S3,S4S5,,S3S4,S3S4,SNR,,S3,S3,S1,S1,,,,S,NGSINM,,,D,LT,0,0,0,1,0,1,0,1,1,
Amphibian,aBCFR,173524,AAABC05020,"Pseudacris brimleyi","Brimley's Chorus Frog",,G5,,,,,,S1,S1,,,,,S3S4,S3S4,SNR,,,,S4,,,,,,,W1,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aBITR,173511,AAABC02030,"Hyla avivoca","Bird-voiced Treefrog",,G5,,S5,,SNR,,S4,,S3,S3,S5,,,,S5,,S5,,,,,,,S,NGSINM,,,,,0,0,0,1,0,0,1,0,0,
Amphibian,aBLSA,173642,AAAAD03080,"Desmognathus quadramaculatus","Blackbelly Salamander",,G5,,,,,,S5,,,,,,S5,,SNR,,S4,,S4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aBMSA,173644,AAAAD03090,"Desmognathus welteri","Black Mountain Salamander",,G4,,,,,,,,S4,,,,,,,,S3,S3,S3,S3,,,,N,,,,D,,0,0,0,1,0,0,0,1,0,
Amphibian,aBRDS,550245,AAAAD03150,"Desmognathus orestes","Blue Ridge Dusky Salamander",,G4,,,,,,,,,,,,S3S4,S3S4,,,S3?,S3?,S3,S3,,,,,,,,,,0,0,0,0,0,0,0,0,1,
Amphibian,aBRGS,0,AAAAD12450,"Plethodon amplus","Blue Ridge Gray-cheeked Salamander",,G1G2,G1G2,,,,,,,,,,,S1S2,S1S2,,,,,,,,,,,,SR,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aBRTS,550248,AAAAD05150,"Eurycea wilderae","Blue Ridge Two-lined Salamander",,G5,,,,,,S5,,,,,,S5,,,,S5,,S2,S2,,,,,,,,,,0,0,0,0,0,0,0,0,1,
Amphibian,aBULL,173441,AAABH01070,"Rana catesbeiana",Bullfrog,,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aBWWA,173628,AAAAE01010,"Necturus alabamensis","Black Warrior Waterdog",,G2,G2,S2,S2,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,C
Amphibian,aCAFR,173437,AAABH01230,"Rana virgatipes","Carpenter Frog",,G5,,,,S2,S2,S3,S3,,,,,S4,,SNR,,,,S3,S3,,,,,,,,,SC,0,1,0,0,0,0,0,0,1,
Amphibian,aCASA,173691,AAAAD05050,"Eurycea lucifuga","Cave Salamander",,G5,,S4,,,,S4,,S5,,S1,S1,,,,,S5,,S4,,,,,N,LE,,,,,0,0,0,0,1,0,0,0,0,
Amphibian,aCBSA,0,AAAAD12480,"Plethodon cheoah","Cheoah Bald Salamander",,G2,G2,,,,,,,,,,,S2?,S2?,,,,,,,,,,,,SR,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aCDSA,0,AAAAD05092,"Eurycea chamberlaini","Chamberlain's Dwarf Salamander",,G5,,,,SNR,,S1,S1,,,,,S3S4,S3S4,SNR,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,
Amphibian,aCGTR,173502,AAABC02050,"Hyla chrysoscelis","Cope's Gray Treefrog",,G5,,S5,,SNR,,S5,,S5,,SNR,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aCHSA,208281,AAAAD12490,"Plethodon chattahoochee","Chattahoochee slimy salamander",,G2G3,G2G3,,,,,SNR,,,,,,S2?,S2?,,,,,,,,,,,,SR,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aCMDS,550253,AAAAD03130,"Desmognathus carolinensis","Carolina Mountain Dusky Salamander",,G4,,,,,,,,,,,,S3S4,S3S4,,,S2S3,S2S3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aCPSA,173661,AAAAD12260,"Plethodon kentucki","Cumberland Plateau Salamander",,G4,,,,,,,,S4,,,,,,,,S2,S2,S3,S3,,,,N,,,,,,0,0,0,1,0,0,0,0,1,
Amphibian,aCRFR,173445,AAABH01010,"Rana areolata","Crawfish Frog",,G4,,,,,,,,S3,S3,S3,S3,,,,,S4,,,,,,,N,NGSINM,,,,,0,0,0,1,1,0,0,1,0,
Amphibian,aCUTR,173538,AAABC04010,"Osteopilus septentrionalis","Cuban Treefrog",,G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aDBSA,0,AAAAD03180,"Desmognathus folkertsi","Dwarf Black-bellied Salamander",,G2,G2,,,,,S2,S2,,,,,S1,S1,,,,,,,,,,,,SR,,,,0,0,1,0,0,0,0,0,0,
Amphibian,aDUSA,173633,AAAAD03040,"Desmognathus fuscus","Dusky Salamander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aDWSA,173695,AAAAD05090,"Eurycea quadridigitata","Dwarf Salamander",,G5,,S5,,SNR,,S5,,,,S5,,S2,S2,SNR,,,,,,,,,,NGSINM,SC,,,,0,1,0,0,0,1,0,0,0,
Amphibian,aDWWA,173625,AAAAE01050,"Necturus punctatus","Dwarf Waterdog",,G4,,,,,,S2,S2,,,,,S4,,SNR,,,,S2S3,S2S3,,,,,,,,,,0,0,1,0,0,0,0,0,1,
Amphibian,aEANE,173615,AAAAF01030,"Notophthalmus viridescens","Eastern Newt",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aEASP,173426,AAABF01040,"Scaphiopus holbrookii","Eastern Spadefoot",,G5,,S5,,SNR,,S5,,S4,,S5?,,S5,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,1,
Amphibian,aENTO,173467,AAABE01010,"Gastrophryne carolinensis","Eastern Narrowmouth Toad",,G5,,S5,,SNR,,S5,,S4,,S5,,S5,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aFBFR,173456,AAABH01240,"Rana okaloosae","Florida Bog Frog",,G2,G2,,,S2,S2,,,,,,,,,,,,,,,,SSC,,,,,,,,0,1,0,0,0,0,0,0,0,
Amphibian,aFLSA,173596,AAAAA01030,"Ambystoma cingulatum","Flatwoods Salamander",,G2,G2,,,S2,S2,S2,S2,,,,,,,S1,S1,,,,,,FT,T,,,,SE,,,1,1,1,0,0,0,1,0,0,LT
Amphibian,aFOSA,173678,AAAAD08010,"Hemidactylium scutatum","Four-toed Salamander",,G5,,S3,S3,S2,S2,S3,S3,S4,,S1S2,S1S2,S3,S3,SNR,,S3,S3,S5,,,,,N,NGSINM,SC,,D,,0,1,0,1,1,1,1,1,0,
Amphibian,aFOTO,173478,AAABB01210,"Bufo fowleri","Fowler's Toad",,G5,,S5,,S4,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aGATR,173503,AAABC02130,"Hyla versicolor","Gray Treefrog",,G5,,,,,,S5,,S2S3,S2S3,SNR,,S1?,S1?,SNR,,S5,,S5,,,,,S,NGSINM,SR,,,,0,0,0,1,0,1,0,1,0,
Amphibian,aGBSA,173717,AAAAD07010,"Haideotriton wallacei","Georgia Blind Salamander",,G2,G2,,,S2,S2,S1,S1,,,,,,,,,,,,,,SSC,T,,,,,,,0,1,1,0,0,0,0,0,0,
Amphibian,aGCTO,173494,AAABB01170,"Bufo valliceps","Gulf Coast Toad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,
Amphibian,aGCWA,173629,AAAAE01020,"Necturus beyeri complex","Gulf Coast Waterdog",,G4,,SU,,SNR,,S3,S3,,,S4,,,,,,,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aGHFR,173568,AAABD04080,"Eleutherodactylus planirostris","Greenhouse Frog",,G5,,SNA,,SNA,,SNA,,,,SNA,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aGITO,173489,AAABB01100,"Bufo marinus","Giant Toad",,G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aGOFR,207016,AAABH01270,"Rana capito","Gopher Frog",,G3,G3,S2,S2,S3,S3,S3,S3,,,,,S2,S2,S1,S1,S1,S1,,,,SSC,R,,,T,SE,,,1,1,1,0,0,1,1,1,0,
Amphibian,aGRFR,173438,AAABH01090,"Rana clamitans","Green Frog",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aGRSA,173699,AAAAD01010,"Aneides aeneus","Green Salamander",,G3G4,G3G4,S3,S3,,,S2,S2,S3S4,S3S4,S1,S1,S2,S2,S1,S1,S3S4,S3S4,S3,S3,SP,,R,N,LE,E,,,,1,0,1,1,1,1,1,1,1,
Amphibian,aGRSI,173735,AAAAG02020,"Siren lacertina","Greater Siren",,G5,,S3,S3,S5,,S5,,,,SNA,,S3?,S3?,SNR,,,,S3,S3,,,,,NGSINM,W3,,,,0,0,0,0,0,1,0,0,1,
Amphibian,aGRTR,173505,AAABC02060,"Hyla cinerea","Green Treefrog",,G5,,S5,,SNR,,S5,,S3S4,S3S4,S5,,S5,,SNR,,S5,,S4,,,,,,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aHELL,173587,AAAAC01010,"Cryptobranchus alleganiensis",Hellbender,,G3G4,G3G4,S2,S2,,,S2,S2,S3,S3,S1,S1,S3,S3,SNR,,S3,S3,S2S3,S2S3,SP,,R,N,,SC,,D,SC,1,0,1,1,1,1,1,1,0,
Amphibian,aIMSA,173639,AAAAD03050,"Desmognathus imitator","Imitator Salamander",,G3G4,G3G4,,,,,,,,,,,S3,S3,,,S3,S3,,,,,,,,W2,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aJESA,173598,AAAAA01050,"Ambystoma jeffersonianum","Jefferson Salamander",,G4,,,,,,,,S4,,,,,,,,,,S4,,,,,N,,,,,,0,0,0,0,0,0,0,0,1,
Amphibian,aJUSA,173690,AAAAD05020,"Eurycea junaluska","Junaluska Salamander",,G3,G3,,,,,,,,,,,S2,S2,,,S2,S2,,,,,,,,T,,D,,0,0,0,0,0,1,0,1,0,
Amphibian,aLESI,173736,AAAAG02010,"Siren intermedia","Lesser Siren",,G5,,S5,,SNR,,S5,,S3S4,S3S4,S4?,,S3S4,S3S4,SNR,,S5,,S2S3,S2S3,,,,N,NGSINM,,,,,0,0,0,1,0,1,0,0,0,
Amphibian,aLGFR,207286,AAABC05110,"Pseudacris ocularis","Little Grass Frog",,G5,,S1,S1,SNR,,S4S5,,,,,,S5,,SNR,,,,S3,S3,,,,,,,,,,1,0,0,0,0,0,0,0,1,
Amphibian,aLOSA,173687,AAAAD05040,"Eurycea longicauda","Longtail Salamander",,G5,,S5,,,,S4,,S5,,S4,,S1S2,S1S2,,,S5,,S5,,,,,N,NGSINM,SC,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aMASA,173600,AAAAA01070,"Ambystoma mabeei","Mabee's Salamander",,G4,,,,,,,,,,,,S3,S3,S4,,,,S1S2,S1S2,,,,,,SR,,,LT,0,0,0,0,0,1,0,0,1,
Amphibian,aMBSA,173591,AAAAA01100,"Ambystoma opacum","Marbled Salamander",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aMCFR,173528,AAABC05010,"Pseudacris brachyphona","Mountain Chorus Frog",,G5,,S5,,,,S2,S2,S5,,S3,S3,S1,S1,,,S4,,S4,,,,,N,NGSINM,SC,,,,0,0,1,0,1,1,0,1,1,
Amphibian,aMGFR,207019,AAABH01310,"Rana sevosa","Mississippi Gopher Frog",,G1,G1,SH,,,,,,,,S1,S1,,,,,,,,,SP,,,,LE,,,,,1,0,0,0,1,0,0,0,0,LE
Amphibian,aMLSA,173647,AAAAD14010,"Stereochilus marginatus","Many-lined Salamander",,G5,,,,S1,S1,S3,S3,,,,,S3?,S3?,SNR,,,,S3,S3,,,,,,W3,,,,0,1,1,0,0,1,0,0,1,
Amphibian,aMOSA,173604,AAAAA01120,"Ambystoma talpoideum","Mole Salamander",,G5,,S5,,SNR,,S5,,S3,S3,S5,,S2,S2,SNR,,S4,,S2,S2,,,,N,NGSINM,SC,,,SC,0,0,0,1,0,1,0,0,1,
Amphibian,aMSSA,208289,AAAAD12420,"Plethodon mississippi","Mississippi slimy salamander",,G5,,SNR,,,,,,SNR,,S5,,,,,,SNR,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aMUDP,173630,AAAAE01040,"Necturus maculosus",Mudpuppy,,G5,,S4,,,,S1,S1,S4,,S4,,S1,S1,,,S5,,S2,S2,,,,N,NGSINM,SC,,,,0,0,1,0,0,1,0,0,1,
Amphibian,aMUSA,173682,AAAAD13010,"Pseudotriton montanus","Mud Salamander",,G5,,S4,,SNR,,S4,,S4,,S2S3,S2S3,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,1,0,1,1,1,
Amphibian,aNCFR,173520,AAABC01010,"Acris crepitans","Northern Cricket Frog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,
Amphibian,aNDSI,173738,AAAAG01010,"Pseudobranchus striatus","Northern Dwarf Siren",,G5,,,,S5,,SNR,,,,,,,,S2,S2,,,,,,,,,,,ST,,,0,1,0,0,0,0,1,0,0,
Amphibian,aNGSA,0,AAAAD12430,"Plethodon montanus","Northern Gray-cheeked Salamander",,G3,G3,,,,,,,,,,,S3?,S3?,,,S3,S3,S3,S3,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aNLFR,173443,AAABH01170,"Rana pipiens","Northern Leopard Frog",,G5,,,,,,,,S3,S3,,,,,,,,,,,,,,S,,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aNRWA,173627,AAAAE01030,"Necturus lewisi","Neuse River Waterdog",,G3,G3,,,,,,,,,,,S3,S3,,,,,,,,,,,,SC,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aNTSA,173685,AAAAD05010,"Eurycea bislineata","Northern Two-lined Salamander",,G5,,,,,,,,,,,,,,,,,,S5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aNZSA,173653,AAAAD12030,"Plethodon dorsalis","Northern Zigzag Salamander",,G5,,,,,,,,S5,,,,,,,,S4,,,,,,,N,,,,,,0,0,0,0,0,0,0,0,1,
Amphibian,aOATO,173479,AAABB01130,"Bufo quercicus","Oak Toad",,G5,,S5,,SNR,,S5,,,,S4S5,,S3,S3,SNR,,,,S2,S2,,,,,NGSINM,SR,,,SC,0,0,0,0,0,1,0,0,1,
Amphibian,aOCFR,173531,AAABC05050,"Pseudacris ornata","Ornate Chorus Frog",,G5,,S5,,SNR,,S5,,,,S1,S1,S3,S3,SNR,,,,,,,,,,NGSINM,SR,,,,0,1,0,0,1,1,0,0,0,
Amphibian,aOCSA,550243,AAAAD03140,"Desmognathus ocoee","Ocoee Salamander",,G5,,S2,S2,,,S5,,,,,,S3S4,S3S4,SNR,,S2,S2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aOCSS,208290,AAAAD12520,"Plethodon ocmulgee","Ocmulgee slimy salamander",,GNR,,,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aONAM,173611,AAAAB01020,"Amphiuma pholeter","One-toed Amphiuma",,G3,G3,S1,S1,S3,S3,S1,S1,,,S1,S1,,,,,,,,,,,R,,LE,,,,,1,1,1,0,1,0,0,0,0,
Amphibian,aPBTR,173509,AAABC02010,"Hyla andersonii","Pine Barrens Treefrog",,G4,,S2,S2,S3,S3,SNA,,,,,,S3,S3,S2S3,S2S3,,,,,SP,SSC,,,,SR,ST,,,1,1,0,0,0,1,1,0,0,
Amphibian,aPIFR,173442,AAABH01110,"Rana grylio","Pig Frog",,G5,,S4,,SNR,,S5,,,,S5,,,,S5,,,,,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aPKFR,173435,AAABH01160,"Rana palustris","Pickerel Frog",,G5,,S5,,,,S4,,S5,,S4S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,1,0,0,
Amphibian,aPMSA,208291,AAAAD12310,"Plethodon petraeus","Pigeon Mountain Salamander",,G2,G2,,,,,S2,S2,,,,,,,,,,,,,,,R,,,,,,,0,0,1,0,0,0,0,0,0,
Amphibian,aPOOS,173658,AAAAD12290,"Plethodon hubrichti","Peaks of Otter Salamander",,G2,G2,,,,,,,,,,,,,,,,,S2,S2,,,,,,,,,SC,0,0,0,0,0,0,0,0,1,
Amphibian,aPWTR,173499,AAABC02090,"Hyla femoralis","Pine Woods Treefrog",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,,,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aPYSA,173645,AAAAD03100,"Desmognathus wrighti","Pygmy Salamander",,G3,G3,,,,,,,,,,,S3,S3,,,S2,S2,S2,S2,,,,,,SR,,D,SC,0,0,0,0,0,1,0,1,1,
Amphibian,aRASA,173667,AAAAD12150,"Plethodon richmondi","Ravine Salamander",,G5,,,,,,,,S5,,,,S3,S3,,,S2,S2,S4,,,,,N,,W2,,,,0,0,0,0,0,1,0,1,0,
Amphibian,aRCSA,173660,AAAAD12090,"Plethodon jordani","Red-cheeked Salamander",,G3,G3,,,,,,,,,,,S3?,S3?,,,S2,S2,,,,,,,,W3,,,,0,0,0,0,0,0,0,1,0,
Amphibian,aRDSA,173680,AAAAD13020,"Pseudotriton ruber","Red Salamander",,G5,,S5,,SNR,,S5,,S5,,S3,S3,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,1,0,0,0,0,
Amphibian,aRESA,173649,AAAAD12020,"Plethodon cinereus","Redback Salamander",,G5,,,,,,,,S3,S3,,,S5,,,,S4,,S5,,,,,S,,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aRHSA,173725,AAAAD11010,"Phaeognathus hubrichti","Red Hills Salamander",,G2,G2,S2,S2,,,,,,,,,,,,,,,,,SP,,,,,,,,,1,0,0,0,0,0,0,0,0,LT
Amphibian,aRIFR,173453,AAABH01120,"Rana heckscheri","River Frog",,G5,,S1,S1,SNR,,S5,,,,S1,S1,SH,,SNR,,,,,,,,,,NGSINM,SC,,,,1,0,0,0,1,1,0,0,0,
Amphibian,aRLSA,0,AAAAD12470,"Plethodon shermani","Red-legged Salamander",,G3,G3,,,,,S1,S1,,,,,S2?,S2?,,,S2,S2,,,,,,,,SR,,,,0,0,1,0,0,0,0,0,0,
Amphibian,aSASA,173669,AAAAD12170,"Plethodon shenandoah","Shenandoah Salamander",,G1,G1,,,,,,,,,,,,,,,,,S1,S1,,,,,,,,,LE,0,0,0,0,0,0,0,0,1,LE
Amphibian,aSCFR,173518,AAABC01020,"Acris gryllus","Southern Cricket Frog",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,S4,,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,1,0,
Amphibian,aSCSS,208295,AAAAD12510,"Plethodon variolatus","South Carolina slimy salamander",,GNR,,,,,,SNR,,,,,,,,SNR,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSDSA,173637,AAAAD03020,"Desmognathus auriculatus","Southern Dusky Salamander",,G5,,S2,S2,S1S2,S1S2,S2,S2,,,S4S5,,S5,,SNR,,,,S4,,,,,,NGSINM,,,,,1,1,1,0,0,1,1,0,0,
Amphibian,aSEAS,173640,AAAAD03060,"Desmognathus monticola","Seal Salamander",,G5,,S5,,S1,S1,S5,,S5,,SNA,,S5,,SNR,,S5,,S5,,SP,,,N,NGSINM,,,,,0,1,0,0,0,0,0,0,0,
Amphibian,aSESA,173636,AAAAD03010,"Desmognathus aeneus","Seepage Salamander",,G3G4,G3G4,S2,S2,,,S3,S3,,,,,S3,S3,SNR,,S1,S1,,,,,,,,SR,,D,,1,0,1,0,0,1,1,1,0,
Amphibian,aSESS,208285,AAAAD12530,"Plethodon grobmani","Southeastern slimy salamander",,G5,,SNR,,SNR,,SNR,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSGSA,0,AAAAD12440,"Plethodon metcalfi","Southern Gray-cheeked Salamander",,G3,G3,,,,,S2,S2,,,,,S3?,S3?,SNR,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,
Amphibian,aSHSA,550398,AAAAD03170,"Desmognathus marmoratus","Shovelnose Salamander",,G4,,,,,,S3,S3,,,,,S4,,S2,S2,S4,,S2,S2,,,,,,,,,SC,0,0,0,0,0,1,1,0,1,
Amphibian,aSLFR,173436,AAABH01220,"Rana sphenocephala","Southern Leopard Frog",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S4,,,,,N,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
Amphibian,aSLSA,173650,AAAAD12070,"Plethodon glutinosus","Slimy Salamander",,G5,,S5,,,,S5,,S5,,SNR,,SU,,SNR,,S5,,S5,,,,,N,NGSINM,W4,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aSMGS,0,AAAAD12460,"Plethodon meridianus","South Mountain Gray-cheeked Salamander",,G1G2,G1G2,,,,,,,,,,,S1S2,S1S2,,,,,,,,,,,,SR,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSMSA,173605,AAAAA01130,"Ambystoma texanum","Smallmouth Salamander",,G5,,S3,S3,,,,,S5,,S5,,,,,,S5,,,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSNSA,173643,AAAAD03110,"Desmognathus santeetlah","Santeetlah Dusky Salamander",,G3G4Q,G3G4Q,,,,,,,,,,,S2S3,S2S3,,,S3,S3,,,,,,,,SR,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSOTO,173475,AAABB01160,"Bufo terrestris","Southern Toad",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,,,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSOUS,173668,AAAAD12160,"Plethodon serratus","Southern Redback Salamander",,G5,,S2S3,S2S3,,,S5,,,,,,S4,,,,S4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSPPE,207303,AAABC05090,"Pseudacris crucifer","Spring Peeper",,G5,,S5,,SNR,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSPPS,208294,AAAAD12300,"Plethodon teyahalee","Southern Appalachian Salamander",,G3,G3,,,,,S2,S2,,,,,S3?,S3?,SNR,,S3?,S3?,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,
Amphibian,aSPSA,173590,AAAAA01090,"Ambystoma maculatum","Spotted Salamander",,G5,,S5,,,,S5,,S5,,S5,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,1,0,0,0,
Amphibian,aSQTR,173504,AAABC02120,"Hyla squirella","Squirrel Treefrog",,G5,,S5,,SNR,,S5,,,,S5,,S5,,SNR,,,,S4,,,,,,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSRFR,173530,AAABC05040,"Pseudacris nigrita","Southern Chorus Frog",,G5,,S5,,SNR,,S5,,,,S5,,S4,,SNR,,,,S3,S3,,,,,NGSINM,,,,,0,0,0,0,0,1,0,0,1,
Amphibian,aSRSA,173715,AAAAD06020,"Gyrinophilus porphyriticus","Spring Salamander",,G5,,S4,,,,S4,,S4,,S1,S1,S5,,SNR,,S5,,S5,,,,,N,LE,,,,,0,0,0,0,1,0,0,0,0,
Amphibian,aSTNE,173618,AAAAF01020,"Notophthalmus perstriatus","Striped Newt",,G2G3,G2G3,,,S2S3,S2S3,S2,S2,,,,,,,,,,,,,,,T,,,,,,,0,1,1,0,0,0,0,0,0,
Amphibian,aSTSA,208204,AAAAA01170,"Ambystoma barbouri","Streamside Salamander",,G4,,,,,,,,S4,,,,,,,,S2,S2,,,,,,N,,,,D,,0,0,0,1,0,0,0,1,0,
Amphibian,aSVSS,208292,AAAAD12540,"Plethodon savannah","Savannah slimy salamander",,G2G3,G2G3,,,,,SNR,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSWSA,550246,AAAAD05140,"Eurycea cirrigera","Southern Two-lined Salamander",,G5,,S5,,SNR,,S5,,S5,,S4?,,S5,,SNR,,S5,,S5,,,,,N,NGSINM,,,,,0,0,0,0,0,0,0,0,0,
Amphibian,aSZSA,173673,AAAAD12370,"Plethodon ventralis","Southern Zigzag Salamander",,G4,,S4,,,,S4,,S4,,S2,S2,S1,S1,,,S4?,,S1,S1,,,,,NGSINM,SC,,,,0,0,0,1,1,1,0,0,0,
Amphibian,aTCSA,173714,AAAAD06010,"Gyrinophilus palleucus","Tennessee Cave Salamander",,G2G3,G2G3,S2,S2,,,S1,S1,,,,,,,,,S2,S2,,,SP,,T,,,,,T,,0,0,0,0,0,0,0,1,0,
Amphibian,aTESA,208280,AAAAD12250,"Plethodon aureolus","Tellico Salamander",,G2G3,G2G3,,,,,,,,,,,S2,S2,,,S2S3,S2S3,,,,,,,,SR,,,,0,0,0,0,0,1,0,1,0,
Amphibian,aTHAM,173612,AAAAB01030,"Amphiuma tridactylum","Three-toed Amphiuma",,G5,,S3,S3,,,,,S1,S1,S5,,,,,,S5,,,,,,,E,NGSINM,,,,,0,0,0,1,0,0,0,0,0,
